Age,Job,Marital,Education,Default,Balance,Housing_Loan,Personal_Loan,Contact,Day_of_Week,Month,Campaign,Pdays,Previous,Poutcome,Subscribed
70,blue-collar,divorced,secondary,no,-1143,yes,no,cellular,tue,may,3,-1,0,nonexistent,no
39,services,single,secondary,no,5146,no,no,cellular,wed,nov,1,-1,0,nonexistent,no
32,management,married,primary,no,10618,no,no,cellular,thu,may,4,-1,0,nonexistent,yes
39,blue-collar,married,primary,no,3452,yes,no,cellular,thu,jan,4,-1,0,nonexistent,no
35,management,married,unknown,no,8869,yes,yes,unknown,mon,aug,3,-1,0,nonexistent,no
56,blue-collar,married,secondary,no,1964,yes,no,cellular,tue,may,2,507,3,other,no
29,management,married,secondary,no,-700,yes,no,cellular,fri,feb,4,-1,0,nonexistent,no
46,technician,married,secondary,no,-2899,yes,yes,cellular,thu,jun,2,-1,0,nonexistent,no
46,admin,single,secondary,no,-1099,no,no,cellular,fri,nov,2,-1,0,nonexistent,no
37,management,single,secondary,no,4823,no,no,cellular,tue,nov,3,240,1,success,no
54,blue-collar,divorced,secondary,no,-3000,yes,no,cellular,fri,apr,4,-1,0,nonexistent,yes
37,technician,single,secondary,no,7377,yes,no,cellular,wed,nov,2,297,5,other,yes
32,technician,divorced,tertiary,no,-3000,yes,no,cellular,mon,may,2,778,5,failure,no
41,services,divorced,primary,no,4773,no,no,cellular,thu,sep,2,291,1,success,yes
69,management,married,tertiary,no,1680,yes,no,cellular,tue,may,4,-1,0,nonexistent,no
35,admin,married,secondary,no,7827,no,no,cellular,fri,may,4,-1,0,nonexistent,no
54,services,married,tertiary,no,-3000,yes,yes,cellular,fri,nov,3,-1,0,nonexistent,no
33,management,married,secondary,no,-1632,no,no,unknown,tue,may,2,-1,0,nonexistent,no
53,management,married,secondary,no,-2359,yes,no,cellular,fri,jan,4,-1,0,nonexistent,no
30,blue-collar,divorced,secondary,no,8689,yes,no,unknown,tue,may,4,-1,0,nonexistent,no
50,blue-collar,married,tertiary,no,2021,yes,yes,telephone,fri,nov,5,-1,0,nonexistent,no
34,unknown,married,primary,no,1745,no,no,cellular,tue,may,6,700,2,failure,yes
37,unemployed,divorced,tertiary,no,4286,no,no,cellular,mon,jan,4,514,2,other,no
53,unemployed,single,tertiary,no,3528,yes,no,unknown,wed,may,4,-1,0,nonexistent,no
46,technician,single,secondary,no,-486,no,no,unknown,wed,jun,1,-1,0,nonexistent,no
55,entrepreneur,single,secondary,no,-3000,no,no,cellular,fri,nov,3,423,2,failure,no
28,technician,single,tertiary,no,3280,yes,no,telephone,wed,mar,2,-1,0,nonexistent,yes
33,technician,married,secondary,no,3153,yes,no,unknown,tue,may,5,-1,0,nonexistent,no
52,technician,divorced,secondary,no,-2385,yes,yes,cellular,tue,feb,2,-1,0,nonexistent,yes
42,management,married,primary,no,5224,yes,no,cellular,wed,may,2,-1,0,nonexistent,no
40,management,married,tertiary,no,-20,yes,no,unknown,mon,jul,4,-1,0,nonexistent,no
57,management,married,secondary,no,3127,no,no,cellular,wed,jun,4,-1,0,nonexistent,no
31,self-employed,married,secondary,no,-3000,no,no,cellular,tue,may,5,-1,0,nonexistent,no
38,housemaid,married,secondary,no,832,yes,no,unknown,mon,may,3,-1,0,nonexistent,no
21,management,married,tertiary,no,4669,no,no,cellular,thu,nov,4,-1,0,nonexistent,yes
44,self-employed,single,tertiary,no,-842,no,no,cellular,tue,may,1,461,2,failure,no
35,self-employed,single,secondary,yes,5677,yes,yes,unknown,mon,jun,5,-1,0,nonexistent,no
26,technician,divorced,secondary,no,-3000,yes,no,unknown,tue,nov,4,97,3,other,no
57,blue-collar,single,secondary,no,-89,no,no,cellular,thu,may,3,-1,0,nonexistent,no
66,admin,divorced,secondary,no,2727,yes,no,cellular,wed,may,2,-1,0,nonexistent,no
41,unemployed,married,secondary,no,2009,no,no,cellular,thu,jun,5,-1,0,nonexistent,no
35,services,single,tertiary,no,-1633,no,no,unknown,mon,aug,3,-1,0,nonexistent,no
45,technician,married,secondary,no,267,no,no,unknown,fri,mar,6,-1,0,nonexistent,no
33,technician,married,secondary,no,3540,yes,no,cellular,tue,may,3,-1,0,nonexistent,no
34,retired,married,primary,no,2787,no,no,unknown,wed,aug,2,709,1,success,yes
42,blue-collar,married,primary,no,1687,no,no,unknown,fri,may,4,-1,0,nonexistent,no
35,blue-collar,single,tertiary,no,-917,yes,no,unknown,fri,feb,5,-1,0,nonexistent,no
41,blue-collar,married,primary,no,1425,yes,no,cellular,wed,sep,3,-1,0,nonexistent,no
36,technician,married,secondary,yes,1119,yes,no,unknown,fri,jun,5,-1,0,nonexistent,no
45,management,single,secondary,no,-95,yes,no,cellular,thu,jun,4,-1,0,nonexistent,yes
25,management,married,primary,no,1093,yes,yes,cellular,mon,jul,3,-1,0,nonexistent,no
50,blue-collar,divorced,unknown,yes,-981,no,no,cellular,fri,may,3,-1,0,nonexistent,no
81,housemaid,married,tertiary,no,2463,yes,no,cellular,mon,feb,3,-1,0,nonexistent,no
53,services,married,primary,no,1834,no,no,unknown,wed,nov,5,381,1,failure,no
20,management,married,tertiary,no,2567,no,no,cellular,mon,nov,1,390,4,failure,no
34,management,married,tertiary,no,1015,yes,no,unknown,thu,may,3,-1,0,nonexistent,no
37,management,married,tertiary,no,1418,yes,yes,cellular,mon,jul,1,-1,0,nonexistent,no
25,admin,married,secondary,no,-1165,no,no,cellular,wed,jun,4,-1,0,nonexistent,no
39,management,married,secondary,no,3692,yes,no,unknown,wed,jul,3,-1,0,nonexistent,no
38,entrepreneur,married,tertiary,no,3586,yes,no,unknown,tue,jun,1,-1,0,nonexistent,no
32,blue-collar,married,tertiary,no,-128,no,no,cellular,wed,jun,1,-1,0,nonexistent,no
39,technician,married,unknown,no,1624,yes,no,cellular,mon,may,5,-1,0,nonexistent,no
33,technician,married,primary,no,1932,yes,no,unknown,thu,may,3,-1,0,nonexistent,no
35,admin,married,secondary,no,2629,yes,no,unknown,wed,jun,3,-1,0,nonexistent,no
28,blue-collar,single,secondary,no,1642,yes,no,cellular,tue,apr,2,-1,0,nonexistent,no
25,technician,married,primary,no,2202,yes,no,telephone,wed,oct,4,-1,0,nonexistent,no
44,admin,divorced,secondary,no,113,no,no,unknown,wed,jun,5,-1,0,nonexistent,no
38,blue-collar,married,primary,no,-3000,yes,no,cellular,fri,aug,2,-1,0,nonexistent,no
37,technician,single,secondary,no,-309,yes,yes,cellular,mon,nov,6,-1,0,nonexistent,no
36,blue-collar,married,secondary,no,3027,yes,no,unknown,fri,nov,2,-1,0,nonexistent,no
40,blue-collar,divorced,secondary,no,6896,no,no,cellular,mon,aug,5,-1,0,nonexistent,no
27,unemployed,married,secondary,no,336,no,no,cellular,thu,nov,2,-1,0,nonexistent,no
39,management,divorced,primary,no,-2110,no,no,cellular,wed,apr,3,134,2,success,yes
32,management,married,tertiary,no,1401,no,no,cellular,wed,aug,4,206,2,success,yes
35,retired,married,primary,no,2715,no,yes,cellular,fri,jul,1,-1,0,nonexistent,no
53,technician,single,secondary,no,6604,no,no,cellular,thu,may,2,-1,0,nonexistent,yes
37,blue-collar,single,unknown,no,4482,yes,no,cellular,thu,jun,3,-1,0,nonexistent,no
26,services,single,tertiary,no,-969,yes,no,cellular,wed,nov,2,-1,0,nonexistent,no
38,technician,married,secondary,no,2891,no,no,cellular,mon,may,4,-1,0,nonexistent,no
47,management,married,primary,no,3583,no,no,cellular,mon,may,2,-1,0,nonexistent,no
32,management,single,secondary,no,5313,yes,no,cellular,mon,may,2,-1,0,nonexistent,no
47,services,married,secondary,no,-397,no,no,cellular,wed,aug,4,-1,0,nonexistent,no
61,services,married,primary,no,-563,yes,yes,cellular,fri,jul,2,-1,0,nonexistent,no
68,technician,divorced,primary,no,2583,yes,no,cellular,mon,jul,4,-1,0,nonexistent,no
28,services,single,primary,no,3784,yes,yes,cellular,mon,may,4,-1,0,nonexistent,no
45,blue-collar,married,primary,no,2978,yes,no,cellular,wed,oct,2,536,1,failure,no
47,management,married,secondary,no,-3000,yes,no,cellular,wed,may,5,-1,0,nonexistent,no
54,entrepreneur,married,secondary,no,1543,yes,no,cellular,wed,may,4,-1,0,nonexistent,no
34,retired,married,tertiary,no,-2193,yes,no,unknown,thu,aug,3,-1,0,nonexistent,no
33,technician,divorced,tertiary,no,4035,yes,no,cellular,tue,may,2,-1,0,nonexistent,no
55,blue-collar,married,tertiary,no,5089,no,no,unknown,thu,nov,3,-1,0,nonexistent,no
41,management,single,primary,no,-1282,no,no,unknown,wed,may,2,-1,0,nonexistent,no
61,services,married,secondary,no,-636,yes,yes,cellular,mon,may,1,-1,0,nonexistent,no
52,technician,single,tertiary,no,2432,yes,no,cellular,tue,jul,5,-1,0,nonexistent,no
54,self-employed,single,secondary,no,-2462,yes,no,cellular,mon,nov,4,511,3,failure,no
30,blue-collar,married,primary,no,3788,no,no,cellular,fri,jun,3,-1,0,nonexistent,no
64,management,married,primary,no,5047,yes,no,cellular,thu,may,3,-1,0,nonexistent,no
31,management,single,secondary,no,4687,yes,no,cellular,tue,nov,4,-1,0,nonexistent,no
42,technician,single,secondary,no,-766,no,no,cellular,thu,mar,3,-1,0,nonexistent,yes
42,technician,married,secondary,no,1925,no,no,cellular,wed,aug,3,49,3,success,yes
38,management,married,secondary,no,317,yes,no,cellular,mon,feb,6,74,1,success,no
30,entrepreneur,married,secondary,no,3448,yes,no,cellular,fri,jun,3,-1,0,nonexistent,yes
54,management,single,secondary,no,1728,no,no,unknown,fri,may,2,-1,0,nonexistent,no
40,technician,married,secondary,no,6027,no,no,cellular,wed,jul,4,623,3,other,no
42,unemployed,single,tertiary,no,5690,yes,no,cellular,fri,nov,2,-1,0,nonexistent,no
47,management,married,tertiary,no,-3000,no,no,unknown,wed,jan,2,-1,0,nonexistent,no
41,blue-collar,divorced,tertiary,no,1544,yes,no,cellular,fri,jun,1,-1,0,nonexistent,no
32,management,married,tertiary,no,-1045,yes,no,cellular,wed,jun,2,-1,0,nonexistent,no
47,entrepreneur,married,tertiary,no,-1937,yes,no,unknown,wed,oct,4,-1,0,nonexistent,no
42,blue-collar,married,primary,no,-3000,no,no,unknown,tue,may,3,647,3,failure,no
52,blue-collar,married,secondary,no,1374,yes,no,unknown,fri,may,2,-1,0,nonexistent,no
37,blue-collar,married,tertiary,no,-1620,no,no,cellular,wed,dec,6,-1,0,nonexistent,no
18,blue-collar,married,secondary,no,-293,yes,no,cellular,wed,jul,3,-1,0,nonexistent,no
40,housemaid,married,secondary,no,4917,no,no,cellular,wed,jul,2,-1,0,nonexistent,yes
27,blue-collar,married,tertiary,no,5933,yes,no,cellular,wed,nov,5,-1,0,nonexistent,no
68,services,single,secondary,yes,1075,no,yes,unknown,tue,aug,4,-1,0,nonexistent,no
23,technician,single,secondary,no,-1556,yes,no,cellular,tue,may,8,-1,0,nonexistent,no
37,housemaid,single,secondary,no,708,no,no,cellular,fri,may,1,-1,0,nonexistent,no
25,management,single,tertiary,no,22,yes,no,unknown,tue,aug,4,-1,0,nonexistent,no
40,blue-collar,single,secondary,no,-3000,no,no,cellular,thu,may,5,-1,0,nonexistent,no
40,blue-collar,single,tertiary,no,6567,no,no,cellular,mon,mar,1,302,2,failure,yes
33,technician,single,tertiary,yes,-861,no,no,cellular,thu,jul,4,-1,0,nonexistent,no
49,blue-collar,divorced,tertiary,no,2758,no,yes,unknown,thu,aug,3,-1,0,nonexistent,no
42,services,married,tertiary,no,2049,yes,no,unknown,tue,may,3,-1,0,nonexistent,no
32,technician,divorced,secondary,no,2151,no,no,cellular,thu,oct,4,-1,0,nonexistent,no
30,services,married,secondary,no,2035,yes,no,cellular,fri,apr,2,219,1,success,no
31,technician,married,secondary,no,1236,yes,yes,cellular,mon,may,4,-1,0,nonexistent,no
56,blue-collar,divorced,secondary,no,1053,no,no,telephone,thu,jun,1,-1,0,nonexistent,no
30,blue-collar,single,secondary,no,-220,yes,no,unknown,wed,jul,2,-1,0,nonexistent,no
23,blue-collar,divorced,tertiary,no,2311,yes,no,unknown,thu,aug,5,-1,0,nonexistent,no
54,management,married,secondary,no,-715,no,yes,cellular,fri,dec,2,659,4,other,no
40,entrepreneur,married,secondary,no,-1322,no,no,cellular,mon,may,4,-1,0,nonexistent,no
45,blue-collar,married,secondary,no,1930,yes,no,cellular,fri,jun,4,-1,0,nonexistent,no
33,blue-collar,single,tertiary,no,217,yes,no,cellular,fri,jun,1,558,4,success,no
32,technician,married,secondary,no,799,no,no,unknown,thu,may,4,-1,0,nonexistent,no
26,blue-collar,married,secondary,no,-3000,yes,yes,cellular,fri,may,5,-1,0,nonexistent,no
50,blue-collar,married,secondary,no,2948,no,no,unknown,fri,apr,3,529,1,failure,no
52,management,married,tertiary,no,-1392,yes,no,cellular,mon,feb,2,-1,0,nonexistent,no
27,blue-collar,single,unknown,no,5186,yes,no,cellular,thu,may,4,776,2,failure,no
51,student,married,primary,no,-2654,yes,no,cellular,thu,aug,2,-1,0,nonexistent,no
20,blue-collar,single,secondary,no,7364,no,no,telephone,mon,aug,2,511,5,failure,yes
29,blue-collar,single,tertiary,no,-3000,yes,no,cellular,fri,may,6,-1,0,nonexistent,no
49,admin,single,secondary,no,271,yes,no,cellular,fri,may,3,-1,0,nonexistent,no
27,technician,married,unknown,no,4962,no,no,unknown,wed,may,3,-1,0,nonexistent,no
39,technician,single,tertiary,no,3232,yes,no,cellular,wed,nov,5,-1,0,nonexistent,no
29,services,single,secondary,no,-3000,no,yes,unknown,mon,may,3,-1,0,nonexistent,no
41,services,single,tertiary,no,3878,no,no,cellular,fri,apr,2,-1,0,nonexistent,no
63,management,married,primary,no,5360,no,yes,unknown,wed,aug,3,162,2,success,yes
42,retired,married,secondary,no,7237,no,no,cellular,tue,aug,2,-1,0,nonexistent,yes
23,admin,married,tertiary,no,1526,no,no,unknown,wed,jul,4,-1,0,nonexistent,no
54,retired,married,unknown,no,-1352,no,no,cellular,fri,may,4,480,2,failure,no
29,services,single,secondary,no,1956,yes,yes,telephone,wed,apr,3,-1,0,nonexistent,no
37,admin,married,tertiary,no,4007,no,no,cellular,fri,nov,2,-1,0,nonexistent,no
35,retired,single,secondary,no,783,yes,no,unknown,mon,aug,2,114,3,success,no
43,technician,single,secondary,no,-3000,yes,yes,unknown,mon,jun,2,880,4,success,no
33,blue-collar,single,primary,no,2474,yes,no,unknown,wed,jul,3,-1,0,nonexistent,no
29,blue-collar,single,tertiary,no,-3000,yes,no,unknown,mon,jul,1,836,1,failure,no
50,housemaid,married,secondary,no,2200,yes,yes,cellular,tue,may,3,-1,0,nonexistent,no
59,management,married,primary,no,5397,yes,no,cellular,thu,may,3,-1,0,nonexistent,no
55,admin,married,tertiary,no,-1692,yes,no,cellular,mon,jul,5,-1,0,nonexistent,no
36,blue-collar,divorced,secondary,no,385,yes,no,cellular,mon,aug,6,-1,0,nonexistent,no
37,management,single,tertiary,no,1074,no,no,telephone,tue,may,7,-1,0,nonexistent,no
46,admin,married,tertiary,no,29,no,no,cellular,wed,may,3,140,1,failure,no
64,blue-collar,married,secondary,no,-445,no,no,telephone,wed,aug,5,-1,0,nonexistent,no
41,services,married,primary,no,-409,no,no,cellular,mon,may,1,-1,0,nonexistent,no
38,admin,single,secondary,no,4996,no,no,cellular,tue,may,4,-1,0,nonexistent,no
36,technician,single,secondary,no,-202,no,no,telephone,fri,jul,1,-1,0,nonexistent,no
29,blue-collar,married,secondary,no,-1465,no,no,cellular,mon,feb,6,-1,0,nonexistent,yes
48,management,married,tertiary,no,-2020,no,no,cellular,mon,aug,3,-1,0,nonexistent,no
57,services,married,tertiary,no,1959,yes,no,unknown,mon,apr,3,-1,0,nonexistent,no
44,services,married,primary,no,3282,yes,no,unknown,wed,feb,3,-1,0,nonexistent,no
45,blue-collar,married,secondary,no,-2520,no,yes,cellular,tue,jul,3,-1,0,nonexistent,no
44,services,single,tertiary,no,5590,yes,no,unknown,thu,may,4,-1,0,nonexistent,no
30,technician,married,secondary,no,2836,yes,no,cellular,thu,mar,3,-1,0,nonexistent,no
35,unknown,single,unknown,no,1658,no,yes,unknown,mon,nov,4,-1,0,nonexistent,no
32,retired,married,primary,no,-3000,yes,no,unknown,mon,may,3,148,1,failure,no
38,admin,married,tertiary,no,1480,yes,no,unknown,thu,may,3,-1,0,nonexistent,no
44,services,married,tertiary,no,1362,yes,no,unknown,fri,may,7,-1,0,nonexistent,no
30,services,divorced,unknown,no,-2375,yes,no,unknown,fri,jul,3,-1,0,nonexistent,no
42,unemployed,married,primary,no,-1938,no,yes,cellular,thu,may,2,-1,0,nonexistent,no
47,admin,married,primary,no,-2226,yes,yes,unknown,thu,jan,2,-1,0,nonexistent,no
38,blue-collar,married,tertiary,no,355,no,no,unknown,mon,may,4,-1,0,nonexistent,no
78,services,divorced,tertiary,no,-741,no,no,telephone,tue,nov,3,-1,0,nonexistent,no
29,blue-collar,single,unknown,no,-453,yes,no,cellular,fri,apr,5,837,1,success,yes
66,retired,single,secondary,no,1172,no,no,cellular,tue,nov,2,467,4,other,yes
36,unemployed,single,unknown,no,1347,yes,no,cellular,thu,nov,3,-1,0,nonexistent,no
34,blue-collar,married,secondary,no,1941,yes,no,cellular,mon,jun,3,64,2,failure,no
30,management,married,secondary,no,5082,no,no,cellular,wed,jun,2,-1,0,nonexistent,yes
37,self-employed,married,secondary,no,-3000,yes,no,unknown,wed,may,3,-1,0,nonexistent,no
82,self-employed,married,secondary,no,2008,yes,no,cellular,tue,aug,1,-1,0,nonexistent,no
29,admin,married,secondary,no,3520,no,no,cellular,mon,may,3,692,1,failure,no
58,retired,married,secondary,no,-3000,yes,no,unknown,mon,jul,4,-1,0,nonexistent,no
24,blue-collar,single,secondary,no,3041,yes,no,unknown,thu,may,2,-1,0,nonexistent,no
55,management,married,secondary,no,-2789,no,no,cellular,fri,may,2,-1,0,nonexistent,no
39,student,married,tertiary,no,-3000,no,no,cellular,fri,may,4,-1,0,nonexistent,no
32,technician,married,tertiary,no,2207,no,no,unknown,tue,jun,4,575,2,failure,no
38,admin,married,tertiary,no,-1703,yes,no,unknown,fri,may,7,-1,0,nonexistent,no
45,entrepreneur,single,tertiary,no,185,no,no,cellular,mon,sep,1,704,2,success,yes
41,retired,single,tertiary,no,1367,yes,no,cellular,fri,jan,3,-1,0,nonexistent,yes
49,blue-collar,married,secondary,no,6216,yes,no,cellular,wed,jul,3,-1,0,nonexistent,no
45,services,married,secondary,no,-666,yes,no,unknown,thu,feb,3,-1,0,nonexistent,no
41,blue-collar,married,secondary,no,-1711,no,no,cellular,thu,jul,2,-1,0,nonexistent,no
27,housemaid,married,secondary,no,2090,no,no,telephone,tue,may,3,-1,0,nonexistent,no
30,blue-collar,married,unknown,no,6990,yes,yes,cellular,wed,aug,2,-1,0,nonexistent,no
48,self-employed,married,secondary,no,-1847,yes,yes,cellular,mon,jul,2,-1,0,nonexistent,no
48,admin,married,secondary,no,-3000,yes,yes,cellular,mon,may,4,-1,0,nonexistent,no
31,services,divorced,primary,no,-233,no,no,cellular,tue,may,3,-1,0,nonexistent,no
43,blue-collar,married,secondary,yes,-1995,no,no,unknown,mon,may,2,-1,0,nonexistent,no
38,blue-collar,married,primary,no,4156,no,no,cellular,thu,nov,3,886,5,failure,no
37,technician,single,secondary,no,560,yes,no,unknown,wed,feb,3,-1,0,nonexistent,no
40,technician,single,tertiary,no,-3000,no,no,cellular,tue,jul,2,-1,0,nonexistent,yes
45,management,single,tertiary,no,253,yes,no,cellular,thu,mar,3,198,3,failure,no
30,blue-collar,single,secondary,no,407,no,no,unknown,tue,may,3,-1,0,nonexistent,no
41,blue-collar,single,unknown,no,-3000,yes,yes,cellular,tue,jan,3,-1,0,nonexistent,no
47,blue-collar,divorced,secondary,no,471,no,yes,cellular,wed,nov,4,-1,0,nonexistent,no
61,management,married,tertiary,no,6181,no,no,cellular,fri,apr,2,-1,0,nonexistent,no
63,blue-collar,married,secondary,no,14,yes,no,cellular,tue,may,5,-1,0,nonexistent,no
37,blue-collar,divorced,secondary,no,-397,no,yes,cellular,fri,nov,2,873,4,success,no
44,management,married,secondary,no,3441,no,yes,unknown,wed,may,4,-1,0,nonexistent,no
52,admin,single,tertiary,no,-3000,no,no,cellular,mon,feb,1,-1,0,nonexistent,yes
36,admin,divorced,secondary,no,-3000,yes,no,cellular,fri,apr,3,139,5,failure,yes
30,management,single,secondary,no,-365,no,no,cellular,tue,may,3,-1,0,nonexistent,no
38,student,married,secondary,no,5306,no,no,cellular,fri,jul,2,299,3,other,yes
54,retired,single,tertiary,no,-414,yes,yes,unknown,wed,jun,1,-1,0,nonexistent,no
43,technician,single,secondary,no,581,no,no,unknown,mon,may,2,-1,0,nonexistent,no
42,admin,married,secondary,no,4989,yes,yes,unknown,mon,may,1,-1,0,nonexistent,no
38,management,single,tertiary,no,2862,yes,no,cellular,fri,nov,3,-1,0,nonexistent,no
40,admin,married,tertiary,no,229,yes,no,cellular,fri,aug,7,-1,0,nonexistent,no
55,blue-collar,single,secondary,no,1822,yes,no,cellular,wed,may,4,-1,0,nonexistent,no
36,blue-collar,married,tertiary,no,316,no,no,unknown,fri,may,3,741,5,failure,no
22,management,single,primary,no,2542,no,no,cellular,mon,aug,3,347,2,success,yes
56,student,married,unknown,no,136,yes,no,cellular,wed,jul,1,-1,0,nonexistent,no
42,self-employed,single,tertiary,no,-817,no,no,cellular,wed,may,2,-1,0,nonexistent,no
49,admin,married,tertiary,no,2808,yes,no,unknown,mon,may,5,-1,0,nonexistent,no
33,self-employed,divorced,secondary,no,1375,no,yes,telephone,thu,jun,3,-1,0,nonexistent,no
